frequency_hz,frequency_ghz,S21_model_real,S21_model_imag,S21_model_mag
4658000000.0,4.658,0.03984974506467298,-0.01929263790049379,0.04427423696551978
4660000000.0,4.66,0.03995647688311467,-0.01939535854006762,0.044415087276832535
4662000000.0,4.662,0.04006367910003356,-0.019498695401441567,0.04455667745005977
4664000000.0,4.664,0.0401713548585064,-0.019602653586897584,0.04469901317496791
4665999999.999999,4.6659999999999995,0.04027950732903055,-0.01970723825432672,0.04484210019927952
4668000000.0,4.668,0.040388139709810734,-0.01981245461798047,0.04498594432940945
4670000000.0,4.67,0.04049725522704834,-0.019918307949233646,0.04513055143121119
4672000000.0,4.672,0.04060685713523528,-0.020024803577360563,0.04527592743073609
4673999999.999999,4.6739999999999995,0.040716948717450324,-0.02013194689032289,0.045422078315002945
4676000000.0,4.676,0.04082753328565963,-0.020239743335571023,0.045569010132780335
4678000000.0,4.678,0.04093861418101989,-0.020348198420857458,0.04571672899537968
4680000000.0,4.68,0.04105019477418617,-0.020457317715064732,0.04586524107746217
4682000000.0,4.682,0.04116227846562233,-0.020567106849045717,0.04601455261785666
4684000000.0,4.684,0.04127486868591575,-0.020677571516478498,0.04616466992039119
4686000000.0,4.686,0.041387968896095334,-0.02078871747473469,0.04631559935473679
4688000000.0,4.688,0.04150158258795348,-0.02090055054576246,0.0464673473572647
4690000000.0,4.69,0.04161571328437182,-0.021013076616984098,0.04661992043191714
4691999999.999999,4.691999999999999,0.0417303645396505,-0.021126301642207964,0.046773325151090964
4694000000.0,4.694,0.041845539939841844,-0.021240231642556475,0.046927568156536266
4696000000.000001,4.696000000000001,0.04196124310308721,-0.021354872707408372,0.04708265616026776
4697999999.999999,4.697999999999999,0.042077477679958175,-0.02147023099535749,0.047238595945491305
4700000000.0,4.7,0.04219424735380255,-0.021586312735188056,0.04739539436754605
4702000000.0,4.702,0.042311555841092204,-0.02170312422686436,0.04755305835485843
4704000000.0,4.704,0.042429406891777606,-0.02182067184253951,0.04771159490991494
4705999999.999999,4.705999999999999,0.04254780428964453,-0.021938962027579317,0.047871011110247726
4708000000.0,4.708,0.0426667518526762,-0.022058001301604714,0.04803131410943744
4710000000.0,4.71,0.042786253433418506,-0.022177796259550697,0.048192511138130764
4712000000.0,4.712,0.04290631291935073,-0.022298353572744435,0.04835460950507581
4714000000.0,4.714,0.04302693423325959,-0.022419679990000774,0.04851761659817275
4715999999.999999,4.715999999999999,0.04314812133361816,-0.022541782338736913,0.048681539885542094
4718000000.0,4.718,0.043269878214969304,-0.022664667526106408,0.0488463869166105
4720000000.0,4.72,0.043392208908312836,-0.022788342540151583,0.049012165323212835
4722000000.0,4.722,0.04351511748149829,-0.022912814450977315,0.04917888282071394
4724000000.0,4.724,0.04363860803962131,-0.0230380904119436,0.049346547209147155
4726000000.0,4.726,0.04376268472542516,-0.02316417766087987,0.04951516637437227
4728000000.0,4.728,0.04388735171970669,-0.02329108352131959,0.04968474828925197
4730000000.0,4.73,0.04401261324172712,-0.023418815403756735,0.049855301014847836
4732000000.0,4.732,0.04413847354962754,-0.023547380806924294,0.050026832701636
4734000000.0,4.734,0.04426493694084909,-0.023676787319094558,0.050199351590742514
4736000000.0,4.736,0.04439200775255836,-0.023807042619402974,0.0503728660151998
4738000000.0,4.738,0.044519690362077126,-0.02393815447919447,0.050547384401222986
4740000000.0,4.74,0.04464798918731773,-0.024070130763394423,0.05072291526950859
4742000000.0,4.742,0.044776908687222776,-0.024202979431902853,0.05089946723655366
4744000000.0,4.744,0.044906453362210365,-0.02433670854101411,0.051077049015997814
4746000000.0,4.746,0.045036627754624386,-0.02447132624486167,0.051255669419987666
4747999999.999999,4.747999999999999,0.045167436449189566,-0.024606840796888105,0.05143533736056346
4750000000.0,4.75,0.04529888407347248,-0.02474326055134239,0.05161606185107031
4752000000.0,4.752,0.04543097529834668,-0.024880593964802626,0.05179785200759158
4754000000.0,4.754,0.04556371483846448,-0.025018849597727637,0.05198071705040846
4756000000.0,4.756,0.04569710745273294,-0.02515803611603537,0.052164666305482686
4758000000.0,4.758,0.0458311579447959,-0.025298162292710376,0.05234970920596542
4760000000.0,4.76,0.04596587116352135,-0.02543923700944038,0.05253585529373177
4762000000.0,4.762,0.04610125200349396,-0.025581269258282354,0.05272311422094106
4764000000.0,4.764,0.046237305405513754,-0.025724268143359246,0.0529114957516247
